City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
260,Floresta,BR,-8.6011,-38.5686,79.45,60,67,17.4,broken clouds,2022-04-05 23:10:18
261,Utica,US,43.1009,-75.2327,55.51,75,90,6.2,overcast clouds,2022-04-05 23:07:03
262,Grand Gaube,MU,-20.0064,57.6608,77.4,91,99,7.0,heavy intensity rain,2022-04-05 22:59:40
263,Venancio Aires,BR,-29.6064,-52.1919,69.84,91,58,4.05,broken clouds,2022-04-05 23:10:19
264,Poduri,RO,46.4667,26.5333,41.81,69,91,4.41,overcast clouds,2022-04-05 23:10:19
265,Nanortalik,GL,60.1432,-45.2371,31.73,89,64,3.22,broken clouds,2022-04-05 23:10:19
266,Otavi,NA,-19.65,17.3333,64.8,51,3,4.23,clear sky,2022-04-05 23:10:20
267,Kavieng,PG,-2.5744,150.7967,79.29,85,100,15.95,moderate rain,2022-04-05 23:10:20
268,Malinovoye Ozero,RU,51.6753,79.7825,48.06,78,85,5.73,overcast clouds,2022-04-05 23:10:20
269,Krasnomayskiy,RU,57.6194,34.4099,28.62,80,100,11.79,overcast clouds,2022-04-05 23:10:20
270,Qaqortoq,GL,60.7167,-46.0333,31.06,91,46,4.65,scattered clouds,2022-04-05 23:10:21
271,Jurado,CO,7.1053,-77.7641,79.29,87,99,2.15,overcast clouds,2022-04-05 23:10:21
272,Turukhansk,RU,65.8167,87.9833,33.46,87,100,19.04,light snow,2022-04-05 23:10:21
273,Santa Rosa Del Sur,CO,7.9644,-74.0544,73.11,90,100,0.74,overcast clouds,2022-04-05 23:10:22
274,Orangeburg,US,33.4918,-80.8557,68.29,90,100,15.99,heavy intensity rain,2022-04-05 23:10:22
275,Kalmunai,LK,7.4167,81.8167,77.52,84,78,3.58,broken clouds,2022-04-05 23:10:22
276,Sokoni,TZ,-6.4333,39.55,82.89,72,1,8.57,clear sky,2022-04-05 23:10:23
277,Batagay-Alyta,RU,67.8006,130.4114,-6.41,96,99,2.55,overcast clouds,2022-04-05 23:10:23
278,Roald,NO,62.5833,6.1333,36.75,93,0,13.8,snow,2022-04-05 23:10:23
279,Kismayo,SO,-0.3582,42.5454,80.33,80,30,11.97,scattered clouds,2022-04-05 23:10:24
280,Geraldton,AU,-28.7667,114.6,63.01,72,46,9.22,scattered clouds,2022-04-05 23:10:24
281,Selikhino,RU,50.3672,137.4996,28.22,80,100,20.6,light snow,2022-04-05 23:03:18
282,Shannon,IE,52.7039,-8.8642,48.2,93,75,16.11,broken clouds,2022-04-05 23:10:24
283,Semiluki,RU,51.6853,39.0279,39.65,87,100,8.95,overcast clouds,2022-04-05 23:10:25
284,Changde,CN,29.0464,111.6783,60.69,84,93,3.24,overcast clouds,2022-04-05 23:10:07
285,Talara,PE,-4.5772,-81.2719,79.56,65,0,18.41,clear sky,2022-04-05 23:10:25
286,Komsomolets,KZ,53.7453,62.0708,31.71,76,18,12.21,few clouds,2022-04-05 23:10:25
287,Auki,SB,-8.7676,160.7034,77.32,92,100,6.04,light rain,2022-04-05 23:10:25
288,Ziway,ET,7.9333,38.7167,70.34,37,3,11.14,clear sky,2022-04-05 23:10:26
289,Mnogovershinnyy,RU,53.9353,139.9242,23.76,86,86,11.18,overcast clouds,2022-04-05 23:10:26
290,Chicama,PE,-7.8447,-79.1469,66.74,69,17,8.41,few clouds,2022-04-05 23:10:26
291,Belyy Yar,RU,53.6039,91.3903,31.89,93,100,4.47,smoke,2022-04-05 23:04:32
292,Santiago Del Estero,AR,-27.7951,-64.2615,76.26,64,86,5.68,overcast clouds,2022-04-05 23:10:27
293,Coreau,BR,-3.5333,-40.6567,73.42,95,45,0.49,heavy intensity rain,2022-04-05 23:10:27
294,Sambava,MG,-14.2667,50.1667,75.24,94,100,4.88,overcast clouds,2022-04-05 23:07:56
295,Kamenka,RU,51.3223,42.7678,37.78,63,100,14.23,overcast clouds,2022-04-05 23:03:30
296,Scottsbluff,US,41.8666,-103.6672,47.52,22,0,29.93,clear sky,2022-04-05 23:10:27
297,Omboue,GA,-1.5746,9.2618,77.54,91,69,5.44,broken clouds,2022-04-05 23:10:28
298,Iqaluit,CA,63.7506,-68.5145,5.7,71,100,21.0,overcast clouds,2022-04-05 23:08:47
299,Villa San Giovanni,IT,38.2276,15.6386,58.37,73,82,11.01,broken clouds,2022-04-05 23:10:28
300,Nuuk,GL,64.1835,-51.7216,30.81,93,100,8.01,overcast clouds,2022-04-05 23:02:05
301,Aklavik,CA,68.2191,-135.0107,3.22,81,89,6.31,overcast clouds,2022-04-05 23:10:28
302,Ayan,RU,56.45,138.1667,25.63,95,100,39.84,snow,2022-04-05 23:10:29
303,Nagato,JP,34.3833,131.2,52.2,67,78,8.79,broken clouds,2022-04-05 23:10:29
304,Christchurch,NZ,-43.5333,172.6333,63.32,79,100,10.36,moderate rain,2022-04-05 23:06:06
305,Pauini,BR,-7.7136,-66.9764,75.4,95,85,1.88,overcast clouds,2022-04-05 23:10:29
306,Tukan,RU,53.8409,57.4552,22.82,96,98,3.87,overcast clouds,2022-04-05 23:10:30
307,Cockburn Town,TC,21.4612,-71.1419,78.33,76,0,17.22,clear sky,2022-04-05 23:10:30
308,Maniitsoq,GL,65.4167,-52.9,27.25,93,97,2.89,overcast clouds,2022-04-05 23:10:30
309,Ocos,GT,14.5094,-92.1933,87.98,64,8,9.66,clear sky,2022-04-05 23:10:31
310,Yar-Sale,RU,66.8333,70.8333,28.24,97,100,26.6,snow,2022-04-05 23:10:31
311,Vao,NC,-22.6667,167.4833,75.9,86,100,14.18,light rain,2022-04-05 23:08:44
312,Jalu,LY,29.0331,21.5482,84.76,9,91,4.9,overcast clouds,2022-04-05 23:10:31
313,Sovetskiy,RU,61.3614,63.5842,22.77,93,99,9.82,overcast clouds,2022-04-05 23:08:40
314,Matagami,CA,49.7502,-77.6328,34.9,86,98,1.79,overcast clouds,2022-04-05 23:10:32
315,Linkoping,SE,58.4109,15.6216,28.78,78,0,6.91,clear sky,2022-04-05 23:10:32
316,Kyren,RU,51.6828,102.1408,31.03,83,37,2.64,scattered clouds,2022-04-05 23:03:36
317,West Bay,KY,19.3667,-81.4167,84.07,77,1,5.01,clear sky,2022-04-05 23:10:32
318,Brigantine,US,39.4101,-74.3646,52.05,94,100,4.61,overcast clouds,2022-04-05 23:10:33
319,Norman Wells,CA,65.282,-126.8329,20.46,82,50,3.65,scattered clouds,2022-04-05 23:10:33
320,Pokhara,NP,28.2333,83.9833,70.16,34,14,6.89,few clouds,2022-04-05 23:10:33
321,Mufulira,ZM,-12.5498,28.2407,63.36,98,100,5.19,light rain,2022-04-05 23:10:33
322,Batemans Bay,AU,-35.7167,150.1833,64.09,78,98,6.15,overcast clouds,2022-04-05 23:10:34
323,Derzhavinsk,KZ,51.1,66.3167,31.03,89,65,6.64,broken clouds,2022-04-05 23:10:34
324,Port Keats,AU,-14.25,129.55,82.65,76,55,1.3,light rain,2022-04-05 23:10:34
325,Kalabo,ZM,-14.97,22.6814,70.11,82,90,3.8,overcast clouds,2022-04-05 23:10:35
326,Raga,SS,8.4596,25.678,81.27,47,46,5.03,scattered clouds,2022-04-05 23:10:35
327,Filingue,NE,14.3521,3.3168,90.21,14,98,7.54,overcast clouds,2022-04-05 23:04:00
328,Barentu,ER,15.1139,37.5928,80.38,31,0,4.59,clear sky,2022-04-05 23:10:35
329,Gualaquiza,EC,-3.4,-78.55,67.41,96,75,0.76,light rain,2022-04-05 23:10:36
330,Port Hardy,CA,50.6996,-127.4199,44.78,76,75,4.61,broken clouds,2022-04-05 23:10:36
331,Zambezi,ZM,-13.5432,23.1047,64.54,96,74,3.53,broken clouds,2022-04-05 23:10:36
332,Sorland,NO,67.667,12.6934,34.34,58,100,17.81,overcast clouds,2022-04-05 23:04:46
333,Boda,CF,4.3189,17.4695,70.56,90,86,3.56,light rain,2022-04-05 23:10:37
334,Dudinka,RU,69.4058,86.1778,18.12,75,96,17.09,overcast clouds,2022-04-05 23:03:27
335,Berezovka,BY,53.7214,25.4993,29.35,84,84,6.46,broken clouds,2022-04-05 23:10:37
336,Hargeysa,SO,9.56,44.065,69.28,35,0,6.04,clear sky,2022-04-05 23:10:37
337,Olafsvik,IS,64.8945,-23.7142,27.39,66,92,29.71,overcast clouds,2022-04-05 23:08:02
338,Mitsamiouli,KM,-11.3847,43.2844,81.16,76,6,5.82,clear sky,2022-04-05 23:10:38
339,Pimenteiras,BR,-6.2453,-41.4192,76.39,74,100,4.97,overcast clouds,2022-04-05 23:10:38
340,Port Hedland,AU,-20.3167,118.5667,80.65,65,59,8.05,broken clouds,2022-04-05 23:03:57
341,Butaritari,KI,3.0707,172.7902,81.28,81,65,17.56,light rain,2022-04-05 23:10:38
342,Mercedes,AR,-34.6515,-59.4307,63.79,35,0,8.21,clear sky,2022-04-05 23:10:39
343,Iralaya,HN,15.0,-83.2333,81.84,75,38,12.21,scattered clouds,2022-04-05 23:10:39
344,Teknaf,BD,20.8624,92.3058,74.46,92,20,3.29,few clouds,2022-04-05 23:04:07
345,Puerto Penasco,MX,31.3167,-113.5333,69.91,74,0,8.01,clear sky,2022-04-05 23:08:53
346,Sistranda,NO,63.7256,8.834,31.96,43,91,14.07,overcast clouds,2022-04-05 23:10:39
347,Seminole,US,28.7086,-81.2081,89.96,65,40,9.22,scattered clouds,2022-04-05 23:10:40
348,Llandrindod Wells,GB,52.2416,-3.3787,48.29,95,100,19.35,overcast clouds,2022-04-05 23:10:40
349,Alofi,NU,-19.0595,-169.9187,84.09,65,75,5.75,broken clouds,2022-04-05 23:10:40
350,Severo-Yeniseyskiy,RU,60.3725,93.0408,28.89,97,100,4.79,overcast clouds,2022-04-05 23:10:41
351,Tasiilaq,GL,65.6145,-37.6368,17.76,91,47,7.02,scattered clouds,2022-04-05 23:10:41
352,Namatanai,PG,-3.6667,152.4333,77.68,91,100,7.7,moderate rain,2022-04-05 23:10:41
353,Miraflores,MX,19.2167,-98.8083,82.87,13,0,10.31,clear sky,2022-04-05 23:10:42
354,Sayyan,YE,15.1718,44.3244,57.97,12,0,6.6,clear sky,2022-04-05 23:10:42
355,Jodar,ES,37.8406,-3.3526,44.98,92,100,3.94,overcast clouds,2022-04-05 23:10:42
356,Mocuba,MZ,-16.8392,36.9856,72.61,97,5,2.53,clear sky,2022-04-05 23:10:42
357,Praia,CV,14.9215,-23.5087,70.34,73,40,23.02,scattered clouds,2022-04-05 23:10:43
358,Tigil,RU,57.8,158.6667,28.56,89,100,3.89,overcast clouds,2022-04-05 23:03:23
359,Junction City,US,39.0286,-96.8314,60.82,45,100,20.71,overcast clouds,2022-04-05 23:10:43
360,Mattru,SL,7.6244,-11.8332,78.01,78,15,2.84,few clouds,2022-04-05 23:10:43
361,Flinders,AU,-34.5833,150.8552,65.17,92,100,5.99,light rain,2022-04-05 23:10:44
362,Morondava,MG,-20.2833,44.2833,74.82,72,0,7.78,clear sky,2022-04-05 23:10:44
363,Bonavista,CA,48.6499,-53.1147,31.51,93,100,24.18,overcast clouds,2022-04-05 23:03:57
364,Codrington,AU,-38.2667,141.9667,61.5,67,100,11.9,overcast clouds,2022-04-05 23:10:44
365,Asfi,MA,32.2994,-9.2372,59.05,69,12,13.8,few clouds,2022-04-05 23:10:45
366,Goya,AR,-29.14,-59.2626,71.37,79,54,5.39,broken clouds,2022-04-05 23:10:45
367,Bor,RU,56.3567,44.0669,35.53,79,100,13.82,overcast clouds,2022-04-05 23:10:45
368,Yining,CN,29.0361,114.5636,57.06,87,94,0.69,overcast clouds,2022-04-05 23:10:46
369,Kulhudhuffushi,MV,6.6221,73.07,82.44,70,17,1.03,few clouds,2022-04-05 23:10:46
370,Umm Kaddadah,SD,13.6017,26.6876,84.06,15,0,14.32,clear sky,2022-04-05 23:10:35
371,Senador Jose Porfirio,BR,-2.5908,-51.9542,74.59,96,99,2.59,overcast clouds,2022-04-05 23:10:46
372,Sola,VU,-13.8833,167.55,83.39,74,83,16.96,broken clouds,2022-04-05 23:03:13
373,Saldanha,ZA,-33.0117,17.9442,60.73,77,0,6.24,clear sky,2022-04-05 23:10:47
374,Atmakur,IN,15.8833,78.5833,77.16,51,20,4.27,few clouds,2022-04-05 23:10:47
375,La Maddalena,IT,41.2142,9.4083,46.56,80,14,11.34,few clouds,2022-04-05 23:10:47
376,Boa Viagem,BR,-5.1275,-39.7322,76.28,81,86,1.79,overcast clouds,2022-04-05 23:10:47
377,Waipawa,NZ,-41.4122,175.5153,64.8,75,99,17.94,heavy intensity rain,2022-04-05 23:10:48
378,Oksfjord,NO,70.2396,22.3479,30.27,89,100,19.3,light snow,2022-04-05 23:03:45
379,Junin,AR,-34.5838,-60.9433,64.33,32,0,9.15,clear sky,2022-04-05 23:10:48
380,Korem,ET,12.5058,39.5228,57.72,34,0,6.46,clear sky,2022-04-05 23:10:48
381,Souillac,MU,-20.5167,57.5167,79.18,89,75,8.05,broken clouds,2022-04-05 23:10:49
382,Ambilobe,MG,-13.2,49.05,73.69,96,99,1.74,overcast clouds,2022-04-05 23:10:49
383,Vila Velha,BR,-20.3297,-40.2925,82.35,85,0,9.22,clear sky,2022-04-05 23:10:49
384,Lorengau,PG,-2.0226,147.2712,81.54,83,100,12.37,moderate rain,2022-04-05 23:01:19
385,Umba,RU,66.6871,34.3429,29.64,96,100,19.91,snow,2022-04-05 23:10:50
386,Road Town,VG,18.4167,-64.6167,78.89,73,40,13.8,scattered clouds,2022-04-05 23:04:37
387,Ilulissat,GL,69.2167,-51.1,26.62,93,75,9.22,broken clouds,2022-04-05 23:07:12
388,Evanston,US,42.0411,-87.6901,52.57,77,100,10.36,overcast clouds,2022-04-05 23:10:50
389,Camopi,GF,3.1655,-52.3158,72.61,99,100,2.26,overcast clouds,2022-04-05 23:10:50
390,Medea,DZ,36.2642,2.7539,45.95,90,61,7.99,broken clouds,2022-04-05 23:10:33
391,Porto Santo,PT,33.072,-16.3415,57.58,67,40,18.41,scattered clouds,2022-04-05 23:10:51
392,Provideniya,RU,64.3833,-173.3,12.36,62,0,0.0,clear sky,2022-04-05 23:10:51
393,Chumikan,RU,54.7183,135.315,26.96,84,100,10.33,snow,2022-04-05 23:10:51
394,Saint George,US,37.1041,-113.5841,82.99,11,0,24.16,clear sky,2022-04-05 23:10:31
395,Pignon,HT,19.3333,-72.1167,76.68,62,16,7.2,few clouds,2022-04-05 23:10:52
396,Dzerzhinsk,RU,56.2389,43.4631,35.42,59,0,13.42,clear sky,2022-04-05 23:10:52
397,Kisangani,CD,0.5167,25.2,72.5,92,92,2.91,overcast clouds,2022-04-05 23:03:39
398,Nortelandia,BR,-14.4547,-56.8028,76.68,76,83,2.57,broken clouds,2022-04-05 23:10:52
399,Sobolevo,RU,54.4299,31.8996,28.26,88,100,11.39,overcast clouds,2022-04-05 23:10:53
400,Burdur,TR,37.7203,30.2908,47.1,49,0,5.75,clear sky,2022-04-05 23:10:53
401,Kralendijk,BQ,12.15,-68.2667,80.58,74,75,17.27,broken clouds,2022-04-05 23:10:53
402,Ola,RU,59.5833,151.2833,16.14,74,98,14.92,overcast clouds,2022-04-05 23:03:26
403,Villa Carlos Paz,AR,-31.4241,-64.4978,70.39,28,1,3.0,clear sky,2022-04-05 23:04:39
404,Kudahuvadhoo,MV,2.6708,72.8944,82.67,68,79,2.98,broken clouds,2022-04-05 23:10:54
405,Banes,CU,20.9625,-75.7186,79.2,78,2,13.42,clear sky,2022-04-05 23:06:09
406,Moron,AR,-34.6534,-58.6198,67.78,57,0,5.57,clear sky,2022-04-05 23:10:54
407,Kharp,RU,66.8014,65.8081,14.43,85,100,17.85,light snow,2022-04-05 23:09:33
408,Highland Park,US,42.1817,-87.8003,52.07,80,100,6.91,overcast clouds,2022-04-05 23:10:17
409,Tuatapere,NZ,-46.1333,167.6833,52.34,75,76,17.58,broken clouds,2022-04-05 23:10:54
410,Uarini,BR,-2.99,-65.1083,74.59,96,98,1.86,heavy intensity rain,2022-04-05 23:10:55
411,Iguape,BR,-24.7081,-47.5553,73.74,87,98,6.49,overcast clouds,2022-04-05 23:07:44
412,Faya,SA,18.3851,42.4509,61.32,13,0,5.93,clear sky,2022-04-05 23:04:30
413,Ambovombe,MG,-25.1667,46.0833,73.9,87,55,5.23,broken clouds,2022-04-05 23:10:55
414,Batticaloa,LK,7.7102,81.6924,77.45,84,63,4.99,broken clouds,2022-04-05 23:10:56
415,Sakakah,SA,29.9697,40.2064,71.53,17,92,7.05,overcast clouds,2022-04-05 23:10:50
416,Mazatlan,MX,23.2167,-106.4167,76.96,72,0,8.05,clear sky,2022-04-05 23:08:58
417,Neijiang,CN,29.5835,105.0622,59.61,80,100,0.94,overcast clouds,2022-04-05 23:10:56
418,Santander,ES,43.4647,-3.8044,45.46,87,0,1.99,clear sky,2022-04-05 23:10:56
419,Nan,TH,18.8333,100.6667,73.44,62,64,0.74,broken clouds,2022-04-05 23:10:57
420,Marawi,PH,7.9986,124.2928,68.04,97,100,0.67,moderate rain,2022-04-05 23:10:57
421,San Cristobal,VE,7.7669,-72.225,75.38,70,78,2.62,broken clouds,2022-04-05 23:10:57
422,Basoko,CD,1.2391,23.616,72.55,91,100,4.63,overcast clouds,2022-04-05 23:10:57
423,Martaban,MM,16.5314,97.6111,80.28,70,99,1.25,overcast clouds,2022-04-05 23:08:08
424,High Level,CA,58.5169,-117.136,38.64,76,20,4.5,few clouds,2022-04-05 23:10:58
425,Champerico,GT,14.3,-91.9167,91.94,63,25,9.89,scattered clouds,2022-04-05 23:10:58
426,Aleksandrov Gay,RU,50.147,48.5704,36.25,77,72,8.63,broken clouds,2022-04-05 23:10:58
427,Shache,CN,38.4167,77.2406,60.01,17,0,6.6,clear sky,2022-04-05 23:10:59
428,Burnie,AU,-41.0667,145.9167,55.24,71,100,11.86,overcast clouds,2022-04-05 23:10:59
429,Magole,TZ,-6.3667,37.3667,71.78,94,30,1.81,scattered clouds,2022-04-05 23:10:59
430,Urumqi,CN,43.801,87.6005,54.55,30,0,2.24,clear sky,2022-04-05 23:10:03
431,Yeniseysk,RU,58.4497,92.1703,31.68,98,100,4.85,overcast clouds,2022-04-05 23:11:00
432,Palmer,US,42.1584,-72.3287,56.21,41,40,9.22,scattered clouds,2022-04-05 23:11:00
433,Ekhabi,RU,53.5102,142.9671,30.47,71,100,15.86,overcast clouds,2022-04-05 23:11:00
434,Palasa,IN,18.7667,84.4167,75.02,95,42,8.03,scattered clouds,2022-04-05 23:11:01
435,Teahupoo,PF,-17.8333,-149.2667,84.16,80,45,23.58,light rain,2022-04-05 23:11:01
436,Quatre Cocos,MU,-20.2078,57.7625,78.91,86,85,9.84,light rain,2022-04-05 23:07:13
437,Naze,JP,28.3667,129.4833,60.12,61,33,2.04,scattered clouds,2022-04-05 23:11:01
438,Zabol,AF,32.25,67.25,59.52,18,0,4.5,clear sky,2022-04-05 23:11:02
439,Joshimath,IN,30.5667,79.5667,53.1,28,0,9.55,clear sky,2022-04-05 23:11:02
440,Biak,ID,-0.9131,122.8766,76.89,82,98,6.6,overcast clouds,2022-04-05 23:11:02
441,Abay,KZ,49.6311,72.8539,35.98,89,39,6.08,scattered clouds,2022-04-05 23:11:03
442,Las Mercedes,VE,9.1102,-66.3972,91.18,39,75,10.8,broken clouds,2022-04-05 23:11:03
443,Antofagasta,CL,-23.65,-70.4,72.21,49,69,7.02,broken clouds,2022-04-05 23:11:03
444,Santa Maria,BR,-29.6842,-53.8069,65.16,90,78,4.54,broken clouds,2022-04-05 23:11:04
445,Suntar,RU,62.1444,117.6319,1.65,98,96,1.36,overcast clouds,2022-04-05 23:03:58
446,Sisimiut,GL,66.9395,-53.6735,25.34,95,95,1.79,overcast clouds,2022-04-05 23:11:04
447,Amahai,ID,-3.3333,128.9167,78.82,79,100,1.72,overcast clouds,2022-04-05 23:11:04
448,Tarakan,ID,3.3,117.6333,76.5,94,100,2.3,light rain,2022-04-05 23:11:05
449,Hofn,IS,64.2539,-15.2082,33.82,47,20,24.16,few clouds,2022-04-05 23:11:05
450,Tottori,JP,35.5,134.2333,57.0,48,63,2.04,broken clouds,2022-04-05 23:11:05
451,Paamiut,GL,61.994,-49.6678,30.0,91,99,3.51,overcast clouds,2022-04-05 23:11:06
452,Aquidauana,BR,-20.4711,-55.7872,80.96,67,76,4.5,broken clouds,2022-04-05 23:11:06
453,Talaya,RU,61.3833,152.75,0.7,94,99,3.38,overcast clouds,2022-04-05 23:11:06
454,Hualmay,PE,-11.0964,-77.6139,70.56,81,59,11.16,broken clouds,2022-04-05 23:04:36
455,Coquimbo,CL,-29.9533,-71.3436,55.13,100,100,6.91,overcast clouds,2022-04-05 23:11:07
456,Port Blair,IN,11.6667,92.75,79.95,77,100,3.65,overcast clouds,2022-04-05 23:11:07
457,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.13,97,99,1.48,overcast clouds,2022-04-05 23:11:07
458,Lincoln,US,40.8,-96.667,53.67,59,20,6.91,few clouds,2022-04-05 23:10:49
459,Lasa,IT,46.6166,10.7002,39.69,91,63,3.91,broken clouds,2022-04-05 23:03:05
460,Bulgan,MN,48.8125,103.5347,34.84,66,64,4.07,broken clouds,2022-04-05 23:11:08
461,Bosaso,SO,11.2842,49.1816,79.07,54,0,9.55,clear sky,2022-04-05 23:04:45
462,Brae,GB,60.3964,-1.353,37.74,74,100,12.71,overcast clouds,2022-04-05 23:11:08
463,Sobral,BR,-3.6861,-40.3497,75.06,93,20,1.57,few clouds,2022-04-05 23:11:08
464,North Las Vegas,US,36.1989,-115.1175,92.34,8,0,26.46,clear sky,2022-04-05 23:06:10
465,Tambacounda,SN,13.7539,-13.7586,90.21,18,0,11.3,clear sky,2022-04-05 23:11:09
466,Bonoua,CI,5.2741,-3.595,83.82,88,64,5.7,broken clouds,2022-04-05 23:11:09
467,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.78,89,86,7.99,overcast clouds,2022-04-05 23:11:09
468,Ozimek,PL,50.6794,18.2137,46.36,89,100,13.65,overcast clouds,2022-04-05 23:11:10
469,Balaipungut,ID,1.05,101.2833,72.9,98,100,1.79,overcast clouds,2022-04-05 23:11:10
470,Tautira,PF,-17.7333,-149.15,81.93,80,41,22.82,light rain,2022-04-05 23:11:10
471,Redmond,US,47.674,-122.1215,56.28,59,92,3.0,overcast clouds,2022-04-05 23:07:54
472,Nome,US,64.5011,-165.4064,12.27,52,0,0.0,clear sky,2022-04-05 23:09:17
473,Vorukh,TJ,39.8494,70.5838,54.54,29,7,10.69,clear sky,2022-04-05 23:11:11
474,Bosobolo,CD,4.1833,19.9,69.8,97,99,3.62,moderate rain,2022-04-05 23:11:11
475,Basco,PH,20.4487,121.9702,74.71,72,100,21.09,overcast clouds,2022-04-05 23:03:54
476,Havoysund,NO,70.9963,24.6622,32.23,69,100,31.88,overcast clouds,2022-04-05 23:11:11
477,Alice Springs,AU,-23.7,133.8833,71.15,32,10,5.75,clear sky,2022-04-05 23:11:12
478,Neyshabur,IR,36.2133,58.7958,68.34,28,99,5.88,overcast clouds,2022-04-05 23:11:12
479,Bac Lieu,VN,9.285,105.7244,79.83,80,100,12.48,overcast clouds,2022-04-05 23:11:12
480,Gizo,SB,-8.103,156.8419,79.84,87,100,8.63,moderate rain,2022-04-05 23:11:13
481,Sakaiminato,JP,35.55,133.2333,55.06,52,84,9.26,broken clouds,2022-04-05 23:08:41
482,Suhbaatar,MN,50.2314,106.2078,32.68,52,100,2.62,overcast clouds,2022-04-05 23:11:13
483,Shahabad,IN,27.65,79.95,74.95,9,17,6.58,few clouds,2022-04-05 23:11:13
484,Muroto,JP,33.2833,134.15,59.95,58,100,2.89,overcast clouds,2022-04-05 22:59:33
485,Pestretsy,RU,55.7531,49.6545,26.74,94,23,7.61,few clouds,2022-04-05 23:11:14
486,Mount Isa,AU,-20.7333,139.5,74.97,20,2,6.91,clear sky,2022-04-05 23:11:14
487,Margate,GB,51.3813,1.3862,51.12,68,26,20.89,scattered clouds,2022-04-05 23:11:14
488,Mogadishu,SO,2.0371,45.3438,80.62,76,33,12.8,scattered clouds,2022-04-05 23:11:15
489,Marsh Harbour,BS,26.5412,-77.0636,77.45,78,59,13.58,broken clouds,2022-04-05 23:11:15
490,Puerto Escondido,MX,15.85,-97.0667,83.23,74,0,11.5,clear sky,2022-04-05 23:11:15
491,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.12,91,100,1.88,overcast clouds,2022-04-05 23:11:16
492,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,63.09,72,0,6.78,clear sky,2022-04-05 23:11:16
493,Buchanan,LR,5.8808,-10.0467,79.84,91,50,6.85,scattered clouds,2022-04-05 23:06:16
494,Zaozerne,UA,45.1582,33.2787,45.14,89,11,16.98,few clouds,2022-04-05 23:11:16
495,Mantua,IT,45.1667,10.7833,51.04,86,0,5.01,clear sky,2022-04-05 23:11:17
496,Cancun,MX,21.1743,-86.8466,84.13,70,40,18.41,scattered clouds,2022-04-05 23:06:26
497,Nemuro,JP,43.3236,145.575,39.74,87,27,19.73,scattered clouds,2022-04-05 23:11:17
498,Samana,DO,19.2056,-69.3369,80.56,78,6,7.47,clear sky,2022-04-05 23:11:17
499,Manta,EC,-0.95,-80.7333,82.18,78,20,11.5,few clouds,2022-04-05 23:11:18
500,Kampot,KH,10.6167,104.1833,77.05,80,73,3.38,broken clouds,2022-04-05 23:11:18
501,Suffolk,US,40.8668,-72.7996,50.92,74,100,5.01,overcast clouds,2022-04-05 23:10:38
502,Jackson,US,42.4165,-122.8345,58.75,41,0,3.0,clear sky,2022-04-05 23:11:18
503,Buritis,BR,-15.6178,-46.4233,76.03,52,11,3.44,few clouds,2022-04-05 23:11:19
504,Ust-Nera,RU,64.5667,143.2,-2.02,98,86,5.91,overcast clouds,2022-04-05 23:11:19
505,Marovoay,MG,-16.1,46.6333,74.52,92,1,0.98,clear sky,2022-04-05 23:07:21
506,Rabo De Peixe,PT,37.8,-25.5833,56.71,77,20,4.61,few clouds,2022-04-05 23:11:19
507,Alyangula,AU,-13.8483,136.4192,85.48,66,3,1.07,clear sky,2022-04-05 23:11:20
508,Korla,CN,41.7597,86.1469,57.07,28,2,4.59,clear sky,2022-04-05 23:03:52
509,Eldorado,BR,-23.7869,-54.2836,71.83,90,11,2.42,few clouds,2022-04-05 23:11:20
510,Luanda,AO,-8.8368,13.2343,76.19,86,55,10.13,broken clouds,2022-04-05 23:04:19
511,Orcopampa,PE,-15.2661,-72.3417,49.28,80,77,7.14,broken clouds,2022-04-05 23:11:20
512,Zaragoza,ES,41.6561,-0.8773,48.85,48,0,10.0,clear sky,2022-04-05 23:11:21
513,Yashan,CN,22.1975,109.9419,66.29,73,10,0.2,clear sky,2022-04-05 23:11:21
514,Linxia,CN,35.6003,103.2064,45.34,32,73,2.57,broken clouds,2022-04-05 23:11:21
515,Ereymentau,KZ,51.6199,73.1033,32.2,94,44,9.01,scattered clouds,2022-04-05 23:04:44
516,Phan Thiet,VN,10.9333,108.1,76.73,83,96,3.22,overcast clouds,2022-04-05 23:11:22
517,Belance,PH,16.1833,121.25,66.51,98,100,3.56,overcast clouds,2022-04-05 23:11:22
518,Rio Gallegos,AR,-51.6226,-69.2181,44.22,52,34,10.13,scattered clouds,2022-04-05 23:02:04
519,Latung,PH,5.5,120.8833,80.46,76,100,1.19,overcast clouds,2022-04-05 23:04:12
520,Ukiah,US,39.1502,-123.2078,72.84,38,0,9.22,clear sky,2022-04-05 23:10:03
521,Hovd,MN,48.0056,91.6419,41.04,31,7,3.76,clear sky,2022-04-05 23:11:23
522,Banda Aceh,ID,5.5577,95.3222,74.64,94,100,4.52,overcast clouds,2022-04-05 23:11:23
523,Sumbe,AO,-11.2061,13.8437,76.37,86,90,5.61,overcast clouds,2022-04-05 23:11:23
